section_code,section_number,title,description,category,punishment,source
BNSS-203,203,Offence committed on journey or voyage,Section 203: Offence committed on journey or voyage,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=203&orderno=
BNS-204,204,Personating a public servant,Section 204: Personating a public servant,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=204&orderno=
BNSS-204,204,Place of trial for offences triable together,Section 204: Place of trial for offences triable together,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=204&orderno=
BNS-205,205,Wearing garb or carrying token used by public servant with fraudulent intent,Section 205: Wearing garb or carrying token used by public servant with fraudulent intent,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=205&orderno=
BNSS-205,205,Power to order cases to be tried in different sessions divisions,Section 205: Power to order cases to be tried in different sessions divisions,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=205&orderno=
BNS-206,206,Absconding to avoid service of summons or other proceeding,Section 206: Absconding to avoid service of summons or other proceeding,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=206&orderno=
BNSS-206,206,"High Court to decide, in case of doubt, district where inquiry or trial shall take place","Section 206: High Court to decide, in case of doubt, district where inquiry or trial shall take place",Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=206&orderno=
BNS-207,207,"Preventing service of summons or other proceeding, or preventing publication thereof","Section 207: Preventing service of summons or other proceeding, or preventing publication thereof",Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=207&orderno=
BNSS-207,207,Power to issue summons or warrant for offence committed beyond local jurisdiction,Section 207: Power to issue summons or warrant for offence committed beyond local jurisdiction,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=207&orderno=
BNS-208,208,Non-attendance in obedience to an order from public servant,Section 208: Non-attendance in obedience to an order from public servant,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=208&orderno=
BNSS-208,208,Offence committed outside India,Section 208: Offence committed outside India,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=208&orderno=
BNS-209,209,"Non-appearance in response to a proclamation under section 84 of Bharatiya Nagarik Suraksha Sanhita, 2023","Section 209: Non-appearance in response to a proclamation under section 84 of Bharatiya Nagarik Suraksha Sanhita, 2023",Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=209&orderno=
BNSS-209,209,Receipt of evidence relating to offences committed outside India,Section 209: Receipt of evidence relating to offences committed outside India,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=209&orderno=
BNS-21,21,Act of a child above seven and under twelve years of age of immature understanding,Section 21: Act of a child above seven and under twelve years of age of immature understanding,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=21&orderno=
BNSS-21,21,Courts by which offences are triable,Section 21: Courts by which offences are triable,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=21&orderno=
EVIDENCE-21,21,Admissions in civil cases when relevant,Section 21: Admissions in civil cases when relevant,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=21&orderno=
BNS-210,210,Omission to produce document or electronic record to public servant by person legally bound to produce it,Section 210: Omission to produce document or electronic record to public servant by person legally bound to produce it,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=210&orderno=
BNSS-210,210,Cognizance of offences by Magistrate,Section 210: Cognizance of offences by Magistrate,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=210&orderno=
BNS-211,211,Omission to give notice or information to public servant by person legally bound to give it,Section 211: Omission to give notice or information to public servant by person legally bound to give it,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=211&orderno=
BNSS-211,211,Transfer on application of accused,Section 211: Transfer on application of accused,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=211&orderno=
BNS-212,212,Furnishing false information,Section 212: Furnishing false information,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=212&orderno=
BNSS-212,212,Making over of cases to Magistrates,Section 212: Making over of cases to Magistrates,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=212&orderno=
BNS-213,213,Refusing oath or affirmation when duly required by public servant to make it,Section 213: Refusing oath or affirmation when duly required by public servant to make it,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=213&orderno=
BNSS-213,213,Cognizance of offences by Court of Session,Section 213: Cognizance of offences by Court of Session,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=213&orderno=
BNS-214,214,Refusing to answer public servant authorised to question,Section 214: Refusing to answer public servant authorised to question,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=214&orderno=
BNSS-214,214,Additional Sessions Judges to try cases made over to them,Section 214: Additional Sessions Judges to try cases made over to them,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=214&orderno=
BNS-215,215,Refusing to sign statement,Section 215: Refusing to sign statement,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=215&orderno=
BNS-216,216,False statement on oath or affirmation to public servant or person authorised to administer an oath or affirmation,Section 216: False statement on oath or affirmation to public servant or person authorised to administer an oath or affirmation,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=216&orderno=
BNSS-216,216,"Procedure for witnesses in case of threatening, etc","Section 216: Procedure for witnesses in case of threatening, etc",Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=216&orderno=
BNS-217,217,"False information, with intent to cause public servant to use his lawful power to injury of another person","Section 217: False information, with intent to cause public servant to use his lawful power to injury of another person",Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=217&orderno=
BNSS-217,217,Prosecution for offences against State and for criminal conspiracy to commit such offence,Section 217: Prosecution for offences against State and for criminal conspiracy to commit such offence,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=217&orderno=
BNS-218,218,Resistance to taking of property by lawful authority of a public servant,Section 218: Resistance to taking of property by lawful authority of a public servant,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=218&orderno=
BNSS-218,218,Prosecution of Judges and public servants,Section 218: Prosecution of Judges and public servants,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=218&orderno=
BNS-219,219,Obstructing sale of property offered for sale by authority of public servant,Section 219: Obstructing sale of property offered for sale by authority of public servant,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=219&orderno=
BNSS-219,219,Prosecution for offences against marriage,Section 219: Prosecution for offences against marriage,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=219&orderno=
BNS-22,22,Act of a person of unsound mind,Section 22: Act of a person of unsound mind,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=22&orderno=
BNSS-22,22,Sentences which High Courts and Sessions Judges may pass,Section 22: Sentences which High Courts and Sessions Judges may pass,General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=22&orderno=
EVIDENCE-22,22,"Confession caused by inducement, threat, coercion or promise, when irrelevant in criminal proceeding","Section 22: Confession caused by inducement, threat, coercion or promise, when irrelevant in criminal proceeding",General Exceptions,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00039_202312_1704179581370&sectionId=&sectionno=22&orderno=
BNS-220,220,Illegal purchase or bid for property offered for sale by authority of public servant,Section 220: Illegal purchase or bid for property offered for sale by authority of public servant,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=220&orderno=
BNSS-220,220,"Prosecution of offences under section 85 of Bharatiya Nyaya Sanhita, 2023","Section 220: Prosecution of offences under section 85 of Bharatiya Nyaya Sanhita, 2023",Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00038_202312_1704179355834&sectionId=&sectionno=220&orderno=
BNS-221,221,Obstructing public servant in discharge of public functions,Section 221: Obstructing public servant in discharge of public functions,Of Offences Relating to Elections,As per statute,https://www.indiacode.nic.in/show-data?actid=AC_CEN_5_6_00037_202312_1704179233074&sectionId=&sectionno=221&orderno=
